region,report_date,year,month,month_sin,month_cos,ppt,ppt_3month_total,tmax,tmax_3month_avg,population,pct_developed,pct_agriculture,pct_forest,pct_shrub_grass,water_use_lastmonth,water_use_lastyear,water_use_last3month_avg,water_use
Colorado River,2026-04-01,2026,4,0.8660254037844387,-0.4999999999999998,3.1369142445644442,21.752196092793877,29.52706247065013,25.261792665900035,651963.5071296502,0.02407477841058034,0.0509213327051866,0.004832678951615947,0.7257233241568322,2491294720.0,5339894337.3946,2400254805.3333335,2598950000.0
North Coast,2026-04-01,2026,4,0.8660254037844387,-0.4999999999999998,53.99439990435936,285.00427999352024,18.066140529053435,14.843444914147637,403654.55326344195,0.034702720315898314,0.026277253458957553,0.48683584577662403,0.4252973586701171,929544832.0,1080315852.71,888643626.6666666,1041088500.0
North Lahontan,2026-04-01,2026,4,0.8660254037844387,-0.4999999999999998,24.307212618036477,129.38336775020045,14.798114322050653,11.019043847415727,51990.400699525526,0.023379584604922534,0.0270747583739237,0.23365856721547543,0.5990145446299847,233532368.0,197467646.07999998,237565045.33333334,259596130.0
Sacramento River,2026-04-01,2026,4,0.8660254037844387,-0.4999999999999998,36.12214936209268,205.95176115815607,19.764497144487088,16.168612358028543,2783526.6867488497,0.0632338804971099,0.13050295911037726,0.2961286588119758,0.4672420879793009,9889713152.0,13611944314.924452,9340010154.666666,14030323000.0
San Francisco Bay,2026-04-01,2026,4,0.8660254037844387,-0.4999999999999998,20.98712028858668,147.0730553816069,21.363802317396107,19.28738325152309,6265336.625329817,0.260770995420197,0.026458823988134327,0.16053173548344907,0.38369013550899306,17712359424.0,22743406141.044533,16778076501.333334,20552456000.0
San Joaquin River,2026-04-01,2026,4,0.8660254037844387,-0.4999999999999998,29.804030796854608,171.18235188478423,20.703913151878478,17.518058234670818,1423718.8678530569,0.06727659179331104,0.23184087846312143,0.20737692984122102,0.4411034798487962,5542655488.0,7783530659.204707,5120677888.0,7026902000.0
South Coast,2026-04-01,2026,4,0.8660254037844387,-0.4999999999999998,11.645026001127237,108.78608562788536,22.788729555512642,20.63255801257949,18413579.54813394,0.33189971532466533,0.0176986110595525,0.06620351758825803,0.5601958975280288,60218597376.0,78101918819.43973,57549942784.0,69902520000.0
South Lahontan,2026-04-01,2026,4,0.8660254037844387,-0.4999999999999998,5.8992456795582555,39.73411093081668,24.080776950214116,19.80246652102426,875426.3781481598,0.02099595681127178,0.004658070134507505,0.03478836599840612,0.8264792560058702,2929885696.0,3582492104.50916,2712446122.6666665,3715652000.0
Tulare Lake,2026-04-01,2026,4,0.8660254037844387,-0.4999999999999998,15.655589180374612,102.3575571191431,22.070185043303773,18.715859344743535,1950577.9273881589,0.06855701557845359,0.318407988636479,0.11826796274021051,0.4604700980804455,8427362304.0,10144952198.618563,7758189909.333333,10920367000.0
Central Coast,2026-05-01,2026,5,0.49999999999999994,-0.8660254037844387,5.88223146036732,79.39402738710801,24.685348735588455,22.105679825085925,1156385.6168465265,0.05527399284652916,0.06647525447387241,0.13322881090650826,0.7257131629966616,4011582208.0,5022492529.136805,3461925717.3333335,4632466400.0
Colorado River,2026-05-01,2026,5,0.49999999999999994,-0.8660254037844387,1.9699727704314445,14.804438108891437,32.897230147262164,28.950310900900625,652496.5588141845,0.02407477841058034,0.0509213327051866,0.004832678951615947,0.7257233241568322,2598949888.0,7933417575.1584,2488784298.6666665,2886905600.0
North Coast,2026-05-01,2026,5,0.49999999999999994,-0.8660254037844387,27.556416603607374,195.20513069483394,21.969383358781673,17.95288150103574,403984.58513981843,0.034702720315898314,0.026277253458957553,0.48683584577662403,0.4252973586701171,1041088512.0,1328626168.823,940881557.3333334,1256698100.0
North Lahontan,2026-05-01,2026,5,0.49999999999999994,-0.8660254037844387,21.217452141168366,98.47845757661551,19.003194946409664,14.600046250055833,52032.90855520982,0.023379584604922534,0.0270747583739237,0.23365856721547543,0.5990145446299847,259596128.0,312268612.78999996,240772037.33333334,339397660.0
Sacramento River,2026-05-01,2026,5,0.49999999999999994,-0.8660254037844387,22.878831137454927,144.56603373562533,24.030335678612047,19.588398968301963,2785802.525155588,0.0632338804971099,0.13050295911037726,0.2961286588119758,0.4672420879793009,14030322688.0,20549662578.535122,10898444288.0,18830916000.0
San Francisco Bay,2026-05-01,2026,5,0.49999999999999994,-0.8660254037844387,9.214351954530175,91.69387185526828,23.43725283022634,21.12205553228372,6270459.225300189,0.260770995420197,0.026458823988134327,0.16053173548344907,0.38369013550899306,20552456192.0,27409696253.544014,18092550144.0,22519908000.0
San Joaquin River,2026-05-01,2026,5,0.49999999999999994,-0.8660254037844387,13.707857507537463,119.9505010413164,24.576109645168568,20.61943030315037,1424882.9142030643,0.06727659179331104,0.23184087846312143,0.20737692984122102,0.4411034798487962,7026902016.0,10253587367.58071,5794901674.666667,8845641000.0
South Coast,2026-05-01,2026,5,0.49999999999999994,-0.8660254037844387,8.03165842371986,66.6213974291472,23.674464212597044,22.072555483172557,18428634.669301152,0.33189971532466533,0.0176986110595525,0.06620351758825803,0.5601958975280288,69902516224.0,87217761539.35162,61548993194.666664,76565680000.0
South Lahontan,2026-05-01,2026,5,0.49999999999999994,-0.8660254037844387,4.478642271490941,27.035118894926747,27.873602539016552,23.578156917038786,876142.1352426206,0.02099595681127178,0.004658070134507505,0.03478836599840612,0.8264792560058702,3715652096.0,4314681906.97672,3076598954.6666665,4436962300.0
Tulare Lake,2026-05-01,2026,5,0.49999999999999994,-0.8660254037844387,7.790180337716448,72.18794389071911,25.773794753950508,21.880945700678538,1952172.7388133984,0.06855701557845359,0.318407988636479,0.11826796274021051,0.4604700980804455,10920367104.0,13634749255.415468,8851104256.0,14497991000.0
Central Coast,2026-06-01,2026,6,1.2246467991473532e-16,-1.0,0.6987858698783849,19.381091556759447,29.73507649401824,26.00665848181046,1157362.6179847256,0.05527399284652916,0.06647525447387241,0.13322881090650826,0.7257131629966616,4632466432.0,5311978224.233168,4008374698.6666665,5293006300.0
Colorado River,2026-06-01,2026,6,1.2246467991473532e-16,-1.0,0.3266384338199671,5.0079515308995335,39.452030007767206,34.41668900601122,653047.8367541254,0.02407477841058034,0.0509213327051866,0.004832678951615947,0.7257233241568322,2886905600.0,7047049233.0642395,2659050069.3333335,3261685500.0
North Coast,2026-06-01,2026,6,1.2246467991473532e-16,-1.0,8.21737073612505,82.9722858684279,27.13484582084912,22.814620503882576,404325.9015603502,0.034702720315898314,0.026277253458957553,0.48683584577662403,0.4252973586701171,1256698112.0,1615985800.1398,1075777152.0,1446158300.0
North Lahontan,2026-06-01,2026,6,1.2246467991473532e-16,-1.0,6.513322693154888,48.244265389092654,25.823599026526935,20.3762494759727,52076.869851633484,0.023379584604922534,0.0270747583739237,0.23365856721547543,0.5990145446299847,339397664.0,446977479.45,277508720.0,424152830.0
Sacramento River,2026-06-01,2026,6,1.2246467991473532e-16,-1.0,5.445860495555962,59.530092620141275,30.11638474806635,25.11012591598022,2788156.179678979,0.0632338804971099,0.13050295911037726,0.2961286588119758,0.4672420879793009,18830915584.0,23931514627.34983,14250317141.333334,21285542000.0
San Francisco Bay,2026-06-01,2026,6,1.2246467991473532e-16,-1.0,0.7581332542280876,28.442816143751855,27.522287624904745,24.399089771713317,6275756.97867147,0.260770995420197,0.026458823988134327,0.16053173548344907,0.38369013550899306,22519908352.0,28549739221.719276,20261574656.0,24881285000.0
San Joaquin River,2026-06-01,2026,6,1.2246467991473532e-16,-1.0,1.8666676742621946,41.752565286621596,30.618948539747553,25.75421738680359,1426086.7619582561,0.06727659179331104,0.23184087846312143,0.20737692984122102,0.4411034798487962,8845640704.0,11359300418.6783,7138399402.666667,9869946000.0
South Coast,2026-06-01,2026,6,1.2246467991473532e-16,-1.0,0.676730493765397,18.713691216541903,28.928912243292803,25.49399525936633,18444204.559470195,0.33189971532466533,0.0176986110595525,0.06620351758825803,0.5601958975280288,76565676032.0,89507630639.03232,68895596544.0,79949570000.0
South Lahontan,2026-06-01,2026,6,1.2246467991473532e-16,-1.0,1.2991666620244235,10.812230617152851,34.97488239331778,29.493998726440854,876882.3657080345,0.02099595681127178,0.004658070134507505,0.03478836599840612,0.8264792560058702,4436962304.0,4899804266.52588,3694166698.6666665,5082977300.0
Tulare Lake,2026-06-01,2026,6,1.2246467991473532e-16,-1.0,1.1457580331624393,22.6377134247459,32.009882386850805,27.107124401971916,1953822.0804862767,0.06855701557845359,0.318407988636479,0.11826796274021051,0.4604700980804455,14497990656.0,15799383578.069363,11281906688.0,16108379000.0
Central Coast,2026-07-01,2026,7,-0.4999999999999997,-0.8660254037844388,0.7658060949784381,6.856637470193511,32.29755140164542,29.08969841355054,1158308.8888823865,0.05527399284652916,0.06647525447387241,0.13322881090650826,0.7257131629966616,5293006336.0,5582685708.21586,4645684992.0,5708812000.0
Colorado River,2026-07-01,2026,7,-0.4999999999999997,-0.8660254037844388,3.7461290867596464,5.878575893475107,41.809021941768385,38.258003882241134,653581.7749970738,0.02407477841058034,0.0509213327051866,0.004832678951615947,0.7257233241568322,3261685504.0,7204758776.5594,2915846997.3333335,3360219600.0
North Coast,2026-07-01,2026,7,-0.4999999999999997,-0.8660254037844388,2.8284674252902398,36.305886714722064,31.4848412905075,27.09583192538989,404656.4823376033,0.034702720315898314,0.026277253458957553,0.48683584577662403,0.4252973586701171,1446158336.0,1667928858.75,1247981653.3333333,1611368700.0
North Lahontan,2026-07-01,2026,7,-0.4999999999999997,-0.8660254037844388,5.987978867600851,31.950632690160067,30.75641045967738,25.46780011134166,52119.4484053349,0.023379584604922534,0.0270747583739237,0.23365856721547543,0.5990145446299847,424152832.0,520105787.28,341048874.6666667,542759500.0
Sacramento River,2026-07-01,2026,7,-0.4999999999999997,-0.8660254037844388,1.7533486218557295,28.17147099341205,34.10170945121342,29.655815820440157,2790435.803204022,0.0632338804971099,0.13050295911037726,0.2961286588119758,0.4672420879793009,21285541888.0,26411672312.695587,18048926720.0,24778610000.0
